Nom;Numéro;Protocole;Description
vidigo;3231;UDP;VidiGo communication (previous was: Delta Solutions Direct)
mdtp;3232;TCP;MDT port
mdtp;3232;UDP;MDT port
whisker;3233;TCP;WhiskerControl main port
whisker;3233;UDP;WhiskerControl main port
alchemy;3234;TCP;Alchemy Server
alchemy;3234;UDP;Alchemy Server
mdap-port;3235;TCP;MDAP port
mdap-port;3235;UDP;MDAP Port
apparenet-ts;3236;TCP;appareNet Test Server
apparenet-ts;3236;UDP;appareNet Test Server
apparenet-tps;3237;TCP;appareNet Test Packet Sequencer
apparenet-tps;3237;UDP;appareNet Test Packet Sequencer
apparenet-as;3238;TCP;appareNet Analysis Server
apparenet-as;3238;UDP;appareNet Analysis Server
apparenet-ui;3239;TCP;appareNet User Interface
apparenet-ui;3239;UDP;appareNet User Interface
triomotion;3240;TCP;Trio Motion Control Port
triomotion;3240;UDP;Trio Motion Control Port
sysorb;3241;TCP;SysOrb Monitoring Server
sysorb;3241;UDP;SysOrb Monitoring Server
sdp-id-port;3242;TCP;Session Description ID
sdp-id-port;3242;UDP;Session Description ID
timelot;3243;TCP;Timelot Port
timelot;3243;UDP;Timelot Port
onesaf;3244;TCP;OneSAF
onesaf;3244;UDP;OneSAF
vieo-fe;3245;TCP;VIEO Fabric Executive
vieo-fe;3245;UDP;VIEO Fabric Executive
dvt-system;3246;TCP;DVT SYSTEM PORT
dvt-system;3246;UDP;DVT SYSTEM PORT
dvt-data;3247;TCP;DVT DATA LINK
dvt-data;3247;UDP;DVT DATA LINK
procos-lm;3248;TCP;PROCOS LM
procos-lm;3248;UDP;PROCOS LM
ssp;3249;TCP;State Sync Protocol
ssp;3249;UDP;State Sync Protocol
hicp;3250;TCP;HMS hicp port
hicp;3250;UDP;HMS hicp port
sysscanner;3251;TCP;Sys Scanner
sysscanner;3251;UDP;Sys Scanner
dhe;3252;TCP;DHE port
dhe;3252;UDP;DHE port
pda-data;3253;TCP;PDA Data
pda-data;3253;UDP;PDA Data
pda-sys;3254;TCP;PDA System
pda-sys;3254;UDP;PDA System
semaphore;3255;TCP;Semaphore Connection Port
semaphore;3255;UDP;Semaphore Connection Port
cpqrpm-agent;3256;TCP;Compaq RPM Agent Port
cpqrpm-agent;3256;UDP;Compaq RPM Agent Port
cpqrpm-server;3257;TCP;Compaq RPM Server Port
cpqrpm-server;3257;UDP;Compaq RPM Server Port
ivecon-port;3258;TCP;Ivecon Server Port
ivecon-port;3258;UDP;Ivecon Server Port
epncdp2;3259;TCP;Epson Network Common Devi
epncdp2;3259;UDP;Epson Network Common Devi
iscsi-target;3260;TCP;iSCSI port
iscsi-target;3260;UDP;iSCSI port
winshadow;3261;TCP;winShadow
winshadow;3261;UDP;winShadow
necp;3262;TCP;NECP
necp;3262;UDP;NECP
ecolor-imager;3263;TCP;E-Color Enterprise Imager
ecolor-imager;3263;UDP;E-Color Enterprise Imager
ccmail;3264;TCP;cc:mail/lotus
ccmail;3264;UDP;cc:mail/lotus
altav-tunnel;3265;TCP;Altav Tunnel
altav-tunnel;3265;UDP;Altav Tunnel
ns-cfg-server;3266;TCP;NS CFG Server
ns-cfg-server;3266;UDP;NS CFG Server
ibm-dial-out;3267;TCP;IBM Dial Out
ibm-dial-out;3267;UDP;IBM Dial Out
msft-gc;3268;TCP;Microsoft Global Catalog
msft-gc;3268;UDP;Microsoft Global Catalog
msft-gc-ssl;3269;TCP;Microsoft Global Catalog with LDAP/SSL
msft-gc-ssl;3269;UDP;Microsoft Global Catalog with LDAP/SSL
verismart;3270;TCP;Verismart
verismart;3270;UDP;Verismart
csoft-prev;3271;TCP;CSoft Prev Port
csoft-prev;3271;UDP;CSoft Prev Port
user-manager;3272;TCP;Fujitsu User Manager
user-manager;3272;UDP;Fujitsu User Manager
sxmp;3273;TCP;Simple Extensible Multiplexed Protocol
sxmp;3273;UDP;Simple Extensible Multiplexed Protocol
ordinox-server;3274;TCP;Ordinox Server
ordinox-server;3274;UDP;Ordinox Server
samd;3275;TCP;SAMD
samd;3275;UDP;SAMD
maxim-asics;3276;TCP;Maxim ASICs
maxim-asics;3276;UDP;Maxim ASICs
awg-proxy;3277;TCP;AWG Proxy
awg-proxy;3277;UDP;AWG Proxy
lkcmserver;3278;TCP;LKCM Server
lkcmserver;3278;UDP;LKCM Server
admind;3279;TCP;admind
admind;3279;UDP;admind
vs-server;3280;TCP;VS Server
vs-server;3280;UDP;VS Server
sysopt;3281;TCP;SYSOPT
sysopt;3281;UDP;SYSOPT
datusorb;3282;TCP;Datusorb
datusorb;3282;UDP;Datusorb
Apple Remote Desktop (Net Assistant);3283;TCP;Net Assistant
Apple Remote Desktop (Net Assistant);3283;UDP;Net Assistant
4talk;3284;TCP;4Talk
4talk;3284;UDP;4Talk
plato;3285;TCP;Plato
plato;3285;UDP;Plato
e-net;3286;TCP;E-Net
e-net;3286;UDP;E-Net
directvdata;3287;TCP;DIRECTVDATA
directvdata;3287;UDP;DIRECTVDATA
cops;3288;TCP;COPS
cops;3288;UDP;COPS
enpc;3289;TCP;ENPC
enpc;3289;UDP;ENPC
caps-lm;3290;TCP;CAPS LOGISTICS TOOLKIT - LM
caps-lm;3290;UDP;CAPS LOGISTICS TOOLKIT - LM
sah-lm;3291;TCP;S A Holditch & Associates - LM
sah-lm;3291;UDP;S A Holditch & Associates - LM
cart-o-rama;3292;TCP;Cart O Rama
cart-o-rama;3292;UDP;Cart O Rama
fg-fps;3293;TCP;fg-fps
fg-fps;3293;UDP;fg-fps
fg-gip;3294;TCP;fg-gip
fg-gip;3294;UDP;fg-gip
dyniplookup;3295;TCP;Dynamic IP Lookup
dyniplookup;3295;UDP;Dynamic IP Lookup
rib-slm;3296;TCP;Rib License Manager
rib-slm;3296;UDP;Rib License Manager
cytel-lm;3297;TCP;Cytel License Manager
cytel-lm;3297;UDP;Cytel License Manager
deskview;3298;TCP;DeskView
deskview;3298;UDP;DeskView
pdrncs;3299;TCP;pdrncs
pdrncs;3299;UDP;pdrncs
ceph;3300;TCP;Ceph monitor
Unassigned;3300;UDP;Reserved
Unassigned;3301;UDP;unassigned
mcs-fastmail;3302;TCP;MCS Fastmail
mcs-fastmail;3302;UDP;MCS Fastmail
opsession-clnt;3303;TCP;OP Session Client
opsession-clnt;3303;UDP;OP Session Client
opsession-srvr;3304;TCP;OP Session Server
opsession-srvr;3304;UDP;OP Session Server
odette-ftp;3305;TCP;ODETTE-FTP
odette-ftp;3305;UDP;ODETTE-FTP
mysql;3306;TCP;MySQL
mysql;3306;UDP;MySQL
opsession-prxy;3307;TCP;OP Session Proxy
opsession-prxy;3307;UDP;OP Session Proxy
tns-server;3308;TCP;TNS Server
tns-server;3308;UDP;TNS Server
tns-adv;3309;TCP;TNS ADV
tns-adv;3309;UDP;TNS ADV
dyna-access;3310;TCP;Dyna Access
dyna-access;3310;UDP;Dyna Access
mcns-tel-ret;3311;TCP;MCNS Tel Ret
mcns-tel-ret;3311;UDP;MCNS Tel Ret
appman-server;3312;TCP;Application Management Server
appman-server;3312;UDP;Application Management Server
uorb;3313;TCP;Unify Object Broker
uorb;3313;UDP;Unify Object Broker
uohost;3314;TCP;Unify Object Host
uohost;3314;UDP;Unify Object Host
cdid;3315;TCP;CDID
cdid;3315;UDP;CDID
aicc-cmi;3316;TCP;AICC/CMI
aicc-cmi;3316;UDP;AICC/CMI
vsaiport;3317;TCP;VSAI PORT
vsaiport;3317;UDP;VSAI PORT
ssrip;3318;TCP;Swith to Swith Routing Information Protocol
ssrip;3318;UDP;Swith to Swith Routing Information Protocol
sdt-lmd;3319;TCP;SDT License Manager
sdt-lmd;3319;UDP;SDT License Manager
officelink2000;3320;TCP;Office Link 2000
officelink2000;3320;UDP;Office Link 2000
vnsstr;3321;TCP;VNSSTR
vnsstr;3321;UDP;VNSSTR
sftu;3326;TCP;SFTU
sftu;3326;UDP;SFTU
bbars;3327;TCP;BBARS
bbars;3327;UDP;BBARS
egptlm;3328;TCP;Eaglepoint License Manager
egptlm;3328;UDP;Eaglepoint License Manager
hp-device-disc;3329;TCP;HP Device Disc
hp-device-disc;3329;UDP;HP Device Disc
mcs-calypsoicf;3330;TCP;MCS Calypso ICF
mcs-calypsoicf;3330;UDP;MCS Calypso ICF
mcs-messaging;3331;TCP;MCS Messaging
mcs-messaging;3331;UDP;MCS Messaging
mcs-mailsvr;3332;TCP;MCS Mail Server
mcs-mailsvr;3332;UDP;MCS Mail Server
dec-notes;3333;TCP;DEC Notes
dec-notes;3333;UDP;DEC Notes
directv-web;3334;TCP;Direct TV Webcasting
directv-web;3334;UDP;Direct TV Webcasting
directv-soft;3335;TCP;Direct TV Software Updates
directv-soft;3335;UDP;Direct TV Software Updates
directv-tick;3336;TCP;Direct TV Tickers
directv-tick;3336;UDP;Direct TV Tickers
directv-catlg;3337;TCP;Direct TV Data Catalog
directv-catlg;3337;UDP;Direct TV Data Catalog
anet-b;3338;TCP;OMF data b
anet-b;3338;UDP;OMF data b
anet-l;3339;TCP;OMF data l
anet-l;3339;UDP;OMF data l
anet-m;3340;TCP;OMF data m
anet-m;3340;UDP;OMF data m
anet-h;3341;TCP;OMF data h
anet-h;3341;UDP;OMF data h
webtie;3342;TCP;WebTIE
webtie;3342;UDP;WebTIE
ms-cluster-net;3343;TCP;MS Cluster Net
ms-cluster-net;3343;UDP;MS Cluster Net
bnt-manager;3344;TCP;BNT Manager
bnt-manager;3344;UDP;BNT Manager
influence;3345;TCP;Influence
influence;3345;UDP;Influence
trnsprntproxy;3346;TCP;Trnsprnt Proxy
trnsprntproxy;3346;UDP;Trnsprnt Proxy
phoenix-rpc;3347;TCP;Phoenix RPC
phoenix-rpc;3347;UDP;Phoenix RPC
pangolin-laser;3348;TCP;Pangolin Laser
pangolin-laser;3348;UDP;Pangolin Laser
chevinservices;3349;TCP;Chevin Services
chevinservices;3349;UDP;Chevin Services
findviatv;3350;TCP;FINDVIATV
findviatv;3350;UDP;FINDVIATV
btrieve;3351;TCP;Btrieve port
btrieve;3351;UDP;Btrieve port
ssql;3352;TCP;Scalable SQL
ssql;3352;UDP;Scalable SQL
fatpipe;3353;TCP;FATPIPE
fatpipe;3353;UDP;FATPIPE
suitjd;3354;TCP;SUITJD
suitjd;3354;UDP;SUITJD
ordinox-dbase;3355;TCP;Ordinox Dbase
ordinox-dbase;3355;UDP;Ordinox Dbase
upnotifyps;3356;TCP;UPNOTIFYPS
upnotifyps;3356;UDP;UPNOTIFYPS
adtech-test;3357;TCP;Adtech Test IP
adtech-test;3357;UDP;Adtech Test IP
mpsysrmsvr;3358;TCP;Mp Sys Rmsvr
mpsysrmsvr;3358;UDP;Mp Sys Rmsvr
wg-netforce;3359;TCP;WG NetForce
wg-netforce;3359;UDP;WG NetForce
kv-server;3360;TCP;KV Server
kv-server;3360;UDP;KV Server
kv-agent;3361;TCP;KV Agent
kv-agent;3361;UDP;KV Agent
dj-ilm;3362;TCP;DJ ILM
dj-ilm;3362;UDP;DJ ILM
nati-vi-server;3363;TCP;NATI Vi Server
nati-vi-server;3363;UDP;NATI Vi Server
creativeserver;3364;TCP;Creative Server
creativeserver;3364;UDP;Creative Server
contentserver;3365;TCP;Content Server
contentserver;3365;UDP;Content Server
creativepartnr;3366;TCP;Creative Partner
creativepartnr;3366;UDP;Creative Partner
tip2;3372;TCP;TIP 2
tip2;3372;UDP;TIP 2
lavenir-lm;3373;TCP;Lavenir License Manager
lavenir-lm;3373;UDP;Lavenir License Manager
cluster-disc;3374;TCP;Cluster Disc
cluster-disc;3374;UDP;Cluster Disc
vsnm-agent;3375;TCP;VSNM Agent
vsnm-agent;3375;UDP;VSNM Agent
cdbroker;3376;TCP;CD Broker
cdbroker;3376;UDP;CD Broker
cogsys-lm;3377;TCP;Cogsys Network License Manager
cogsys-lm;3377;UDP;Cogsys Network License Manager
wsicopy;3378;TCP;WSICOPY
wsicopy;3378;UDP;WSICOPY
socorfs;3379;TCP;SOCORFS
socorfs;3379;UDP;SOCORFS
sns-channels;3380;TCP;SNS Channels
sns-channels;3380;UDP;SNS Channels
geneous;3381;TCP;Geneous
geneous;3381;UDP;Geneous
fujitsu-neat;3382;TCP;Fujitsu Network Enhanced Antitheft function
fujitsu-neat;3382;UDP;Fujitsu Network Enhanced Antitheft function
esp-lm;3383;TCP;Enterprise Software Products License Manager
esp-lm;3383;UDP;Enterprise Software Products License Manager
hp-clic;3384;TCP;Cluster Management Services
hp-clic;3384;UDP;Hardware Management
qnxnetman;3385;TCP;qnxnetman
qnxnetman;3385;UDP;qnxnetman
gprs-data;3386;TCP;GPRS Data
gprs-sig;3386;UDP;GPRS SIG
backroomnet;3387;TCP;Back Room Net
backroomnet;3387;UDP;Back Room Net
cbserver;3388;TCP;CB Server
cbserver;3388;UDP;CB Server
ms-wbt-server;3389;TCP;MS WBT Server
ms-wbt-server;3389;UDP;MS WBT Server
dsc;3390;TCP;Distributed Service Coordinator
dsc;3390;UDP;Distributed Service Coordinator
savant;3391;TCP;SAVANT
savant;3391;UDP;SAVANT
efi-lm;3392;TCP;EFI License Management
efi-lm;3392;UDP;EFI License Management
d2k-tapestry1;3393;TCP;D2K Tapestry Client to Server
d2k-tapestry1;3393;UDP;D2K Tapestry Client to Server
d2k-tapestry2;3394;TCP;D2K Tapestry Server to Server
d2k-tapestry2;3394;UDP;D2K Tapestry Server to Server
dyna-lm;3395;TCP;Dyna License Manager (Elam)
dyna-lm;3395;UDP;Dyna License Manager (Elam)
printer-agent;3396;TCP;Printer Agent
printer_agent;3396;TCP;Printer Agent
printer-agent;3396;UDP;Printer Agent
printer_agent;3396;UDP;Printer Agent
cloanto-lm;3397;TCP;Cloanto License Manager
cloanto-lm;3397;UDP;Cloanto License Manager
mercantile;3398;TCP;Mercantile
mercantile;3398;UDP;Mercantile
csms;3399;TCP;CSMS
csms;3399;UDP;CSMS
csms2;3400;TCP;CSMS2
csms2;3400;UDP;CSMS2
filecast;3401;TCP;filecast
filecast;3401;UDP;filecast
fxaengine-net;3402;TCP;FXa Engine Network Port
fxaengine-net;3402;UDP;FXa Engine Network Port
Unassigned;3403;UDP;De-registered
Unassigned;3404;UDP;Removed
nokia-ann-ch1;3405;TCP;Nokia Announcement ch 1
nokia-ann-ch1;3405;UDP;Nokia Announcement ch 1
nokia-ann-ch2;3406;TCP;Nokia Announcement ch 2
nokia-ann-ch2;3406;UDP;Nokia Announcement ch 2
ldap-admin;3407;TCP;LDAP admin server port
ldap-admin;3407;UDP;LDAP admin server port
BESApi;3408;TCP;BES Api Port
BESApi;3408;UDP;BES Api Port
networklens;3409;TCP;NetworkLens Event Port
networklens;3409;UDP;NetworkLens Event Port
networklenss;3410;TCP;NetworkLens SSL Event
networklenss;3410;UDP;NetworkLens SSL Event
biolink-auth;3411;TCP;BioLink Authenteon server
biolink-auth;3411;UDP;BioLink Authenteon server
xmlblaster;3412;TCP;xmlBlaster
xmlblaster;3412;UDP;xmlBlaster
svnet;3413;TCP;SpecView Networking
svnet;3413;UDP;SpecView Networking
wip-port;3414;TCP;BroadCloud WIP Port
wip-port;3414;UDP;BroadCloud WIP Port
bcinameservice;3415;TCP;BCI Name Service
bcinameservice;3415;UDP;BCI Name Service
commandport;3416;TCP;AirMobile IS Command Port
commandport;3416;UDP;AirMobile IS Command Port
csvr;3417;TCP;ConServR file translation
csvr;3417;UDP;ConServR file translation
rnmap;3418;TCP;Remote nmap
rnmap;3418;UDP;Remote nmap
softaudit;3419;TCP;Isogon SoftAudit
softaudit;3419;UDP;ISogon SoftAudit
ifcp-port;3420;TCP;iFCP User Port
ifcp-port;3420;UDP;iFCP User Port
bmap;3421;TCP;Bull Apprise portmapper
bmap;3421;UDP;Bull Apprise portmapper
rusb-sys-port;3422;TCP;Remote USB System Port
rusb-sys-port;3422;UDP;Remote USB System Port
xtrm;3423;TCP;xTrade Reliable Messaging
xtrm;3423;UDP;xTrade Reliable Messaging
xtrms;3424;TCP;xTrade over TLS/SSL
xtrms;3424;UDP;xTrade over TLS/SSL
agps-port;3425;TCP;AGPS Access Port
agps-port;3425;UDP;AGPS Access Port
arkivio;3426;TCP;Arkivio Storage Protocol
arkivio;3426;UDP;Arkivio Storage Protocol
websphere-snmp;3427;TCP;WebSphere SNMP
websphere-snmp;3427;UDP;WebSphere SNMP
twcss;3428;TCP;2Wire CSS
twcss;3428;UDP;2Wire CSS
gcsp;3429;TCP;GCSP user port
gcsp;3429;UDP;GCSP user port
ssdispatch;3430;TCP;Scott Studios Dispatch
ssdispatch;3430;UDP;Scott Studios Dispatch
ndl-als;3431;TCP;Active License Server Port
ndl-als;3431;UDP;Active License Server Port
osdcp;3432;TCP;Secure Device Protocol
osdcp;3432;UDP;Secure Device Protocol
opnet-smp;3433;TCP;OPNET Service Management Platform
opnet-smp;3433;UDP;OPNET Service Management Platform
opencm;3434;TCP;OpenCM Server
opencm;3434;UDP;OpenCM Server
pacom;3435;TCP;Pacom Security User Port
pacom;3435;UDP;Pacom Security User Port
gc-config;3436;TCP;GuardControl Exchange Protocol
gc-config;3436;UDP;GuardControl Exchange Protocol
autocueds;3437;TCP;Autocue Directory Service
autocueds;3437;UDP;Autocue Directory Service
spiral-admin;3438;TCP;Spiralcraft Admin
spiral-admin;3438;UDP;Spiralcraft Admin
hri-port;3439;TCP;HRI Interface Port
hri-port;3439;UDP;HRI Interface Port
ans-console;3440;TCP;Net Steward Mgmt Console
ans-console;3440;UDP;Net Steward Mgmt Console
connect-client;3441;TCP;OC Connect Client
connect-client;3441;UDP;OC Connect Client
connect-server;3442;TCP;OC Connect Server
connect-server;3442;UDP;OC Connect Server
ov-nnm-websrv;3443;TCP;OpenView Network Node Manager WEB Server
ov-nnm-websrv;3443;UDP;OpenView Network Node Manager WEB Server
denali-server;3444;TCP;Denali Server
denali-server;3444;UDP;Denali Server
monp;3445;TCP;Media Object Network
monp;3445;UDP;Media Object Network
3comfaxrpc;3446;TCP;3Com FAX RPC port
3comfaxrpc;3446;UDP;3Com FAX RPC port
directnet;3447;TCP;DirectNet IM System
directnet;3447;UDP;DirectNet IM System
dnc-port;3448;TCP;Discovery and Net Config
dnc-port;3448;UDP;Discovery and Net Config
hotu-chat;3449;TCP;HotU Chat
hotu-chat;3449;UDP;HotU Chat
castorproxy;3450;TCP;CAStorProxy
castorproxy;3450;UDP;CAStorProxy
asam;3451;TCP;ASAM Services
asam;3451;UDP;ASAM Services
sabp-signal;3452;TCP;SABP-Signalling Protocol
sabp-signal;3452;UDP;SABP-Signalling Protocol
pscupd;3453;TCP;PSC Update
pscupd;3453;UDP;PSC Update
mira;3454;TCP;Apple Remote Access Protocol
mira;3454;UDP;Apple Remote Access Protocol
prsvp;3455;TCP;RSVP Port
prsvp;3455;UDP;RSVP Port
vat;3456;TCP;VAT default data
vat;3456;UDP;VAT default data
vat-control;3457;TCP;VAT default control
vat-control;3457;UDP;VAT default control
d3winosfi;3458;TCP;D3WinOSFI
d3winosfi;3458;UDP;D3WinOSFI
integral;3459;TCP;TIP Integral
integral;3459;UDP;TIP Integral
edm-manager;3460;TCP;EDM Manger
edm-manager;3460;UDP;EDM Manger
edm-stager;3461;TCP;EDM Stager
edm-stager;3461;UDP;EDM Stager
edm-std-notify;3462;TCP;EDM STD Notify
edm-std-notify;3462;UDP;EDM STD Notify
edm-adm-notify;3463;TCP;EDM ADM Notify
edm-adm-notify;3463;UDP;EDM ADM Notify
edm-mgr-sync;3464;TCP;EDM MGR Sync
edm-mgr-sync;3464;UDP;EDM MGR Sync
edm-mgr-cntrl;3465;TCP;EDM MGR Cntrl
edm-mgr-cntrl;3465;UDP;EDM MGR Cntrl
workflow;3466;TCP;WORKFLOW
workflow;3466;UDP;WORKFLOW
rcst;3467;TCP;RCST
rcst;3467;UDP;RCST
ttcmremotectrl;3468;TCP;TTCM Remote Controll
ttcmremotectrl;3468;UDP;TTCM Remote Controll
pluribus;3469;TCP;Pluribus
pluribus;3469;UDP;Pluribus
jt400;3470;TCP;jt400
jt400;3470;UDP;jt400
jt400-ssl;3471;TCP;jt400-ssl
jt400-ssl;3471;UDP;jt400-ssl
jaugsremotec-1;3472;TCP;JAUGS N-G Remotec 1
jaugsremotec-1;3472;UDP;JAUGS N-G Remotec 1
jaugsremotec-2;3473;TCP;JAUGS N-G Remotec 2
jaugsremotec-2;3473;UDP;JAUGS N-G Remotec 2
ttntspauto;3474;TCP;TSP Automation
ttntspauto;3474;UDP;TSP Automation
genisar-port;3475;TCP;Genisar Comm Port
genisar-port;3475;UDP;Genisar Comm Port
nppmp;3476;TCP;NVIDIA Mgmt Protocol
nppmp;3476;UDP;NVIDIA Mgmt Protocol
ecomm;3477;TCP;eComm link port
ecomm;3477;UDP;eComm link port
stun;3478;TCP;Session Traversal Utilities for NAT (STUN) port
turn;3478;TCP;TURN over TCP
stun-behavior;3478;TCP;STUN Behavior Discovery over TCP
stun;3478;UDP;Session Traversal Utilities for NAT (STUN) port
turn;3478;UDP;TURN over UDP
stun-behavior;3478;UDP;STUN Behavior Discovery over UDP
twrpc;3479;TCP;2Wire RPC
twrpc;3479;UDP;2Wire RPC
plethora;3480;TCP;Secure Virtual Workspace
plethora;3480;UDP;Secure Virtual Workspace
cleanerliverc;3481;TCP;CleanerLive remote ctrl
cleanerliverc;3481;UDP;CleanerLive remote ctrl
vulture;3482;TCP;Vulture Monitoring System
vulture;3482;UDP;Vulture Monitoring System
slim-devices;3483;TCP;Slim Devices Protocol
slim-devices;3483;UDP;Slim Devices Protocol
gbs-stp;3484;TCP;GBS SnapTalk Protocol
gbs-stp;3484;UDP;GBS SnapTalk Protocol
celatalk;3485;TCP;CelaTalk
celatalk;3485;UDP;CelaTalk
ifsf-hb-port;3486;TCP;IFSF Heartbeat Port
ifsf-hb-port;3486;UDP;IFSF Heartbeat Port
ltctcp;3487;TCP;LISA TCP Transfer Channel
ltcudp;3487;UDP;LISA UDP Transfer Channel
fs-rh-srv;3488;TCP;FS Remote Host Server
fs-rh-srv;3488;UDP;FS Remote Host Server
dtp-dia;3489;TCP;DTP/DIA
dtp-dia;3489;UDP;DTP/DIA
colubris;3490;TCP;Colubris Management Port
colubris;3490;UDP;Colubris Management Port
swr-port;3491;TCP;SWR Port
swr-port;3491;UDP;SWR Port
tvdumtray-port;3492;TCP;TVDUM Tray Port
tvdumtray-port;3492;UDP;TVDUM Tray Port
nut;3493;TCP;Network UPS Tools
nut;3493;UDP;Network UPS Tools
ibm3494;3494;TCP;IBM 3494
ibm3494;3494;UDP;IBM 3494
seclayer-tcp;3495;TCP;securitylayer over tcp
seclayer-tcp;3495;UDP;securitylayer over tcp
seclayer-tls;3496;TCP;securitylayer over tls
seclayer-tls;3496;UDP;securitylayer over tls
ipether232port;3497;TCP;ipEther232Port
ipether232port;3497;UDP;ipEther232Port
dashpas-port;3498;TCP;DASHPAS user port
dashpas-port;3498;UDP;DASHPAS user port
sccip-media;3499;TCP;SccIP Media
sccip-media;3499;UDP;SccIP Media
rtmp-port;3500;TCP;RTMP Port
rtmp-port;3500;UDP;RTMP Port
Nom;Numéro;Protocole;Description
isoft-p2p;3501;TCP;iSoft-P2P
isoft-p2p;3501;UDP;iSoft-P2P
avinstalldisc;3502;TCP;Avocent Install Discovery
avinstalldisc;3502;UDP;Avocent Install Discovery
lsp-ping;3503;TCP;MPLS LSP-echo Port
lsp-ping;3503;UDP;MPLS LSP-echo Port
ironstorm;3504;TCP;IronStorm game server
ironstorm;3504;UDP;IronStorm game server
ccmcomm;3505;TCP;CCM communications port
ccmcomm;3505;UDP;CCM communications port
apc-3506;3506;TCP;APC 3506
apc-3506;3506;UDP;APC 3506
nesh-broker;3507;TCP;Nesh Broker Port
nesh-broker;3507;UDP;Nesh Broker Port
interactionweb;3508;TCP;Interaction Web
interactionweb;3508;UDP;Interaction Web
vt-ssl;3509;TCP;Virtual Token SSL Port
vt-ssl;3509;UDP;Virtual Token SSL Port
xss-port;3510;TCP;XSS Port
xss-port;3510;UDP;XSS Port
webmail-2;3511;TCP;WebMail/2
webmail-2;3511;UDP;WebMail/2
aztec;3512;TCP;Aztec Distribution Port
aztec;3512;UDP;Aztec Distribution Port
arcpd;3513;TCP;Adaptec Remote Protocol
arcpd;3513;UDP;Adaptec Remote Protocol
must-p2p;3514;TCP;MUST Peer to Peer
must-p2p;3514;UDP;MUST Peer to Peer
must-backplane;3515;TCP;MUST Backplane
must-backplane;3515;UDP;MUST Backplane
smartcard-port;3516;TCP;Smartcard Port
smartcard-port;3516;UDP;Smartcard Port
802-11-iapp;3517;TCP;IEEE 802.11 WLANs WG IAPP
802-11-iapp;3517;UDP;IEEE 802.11 WLANs WG IAPP
artifact-msg;3518;TCP;Artifact Message Server
artifact-msg;3518;UDP;Artifact Message Server
nvmsgd;3519;TCP;Netvion Messenger Port
galileo;3519;UDP;Netvion Galileo Port
galileolog;3520;TCP;Netvion Galileo Log Port
galileolog;3520;UDP;Netvion Galileo Log Port
mc3ss;3521;TCP;Telequip Labs MC3SS
mc3ss;3521;UDP;Telequip Labs MC3SS
nssocketport;3522;TCP;DO over NSSocketPort
nssocketport;3522;UDP;DO over NSSocketPort
odeumservlink;3523;TCP;Odeum Serverlink
odeumservlink;3523;UDP;Odeum Serverlink
ecmport;3524;TCP;ECM Server port
ecmport;3524;UDP;ECM Server port
eisport;3525;TCP;EIS Server port
eisport;3525;UDP;EIS Server port
starquiz-port;3526;TCP;starQuiz Port
starquiz-port;3526;UDP;starQuiz Port
beserver-msg-q;3527;TCP;VERITAS Backup Exec Server
beserver-msg-q;3527;UDP;VERITAS Backup Exec Server
jboss-iiop;3528;TCP;JBoss IIOP
jboss-iiop;3528;UDP;JBoss IIOP
jboss-iiop-ssl;3529;TCP;JBoss IIOP/SSL
jboss-iiop-ssl;3529;UDP;JBoss IIOP/SSL
gf;3530;TCP;Grid Friendly
gf;3530;UDP;Grid Friendly
joltid;3531;TCP;Joltid
joltid;3531;UDP;Joltid
raven-rmp;3532;TCP;Raven Remote Management Control
raven-rmp;3532;UDP;Raven Remote Management Control
raven-rdp;3533;TCP;Raven Remote Management Data
raven-rdp;3533;UDP;Raven Remote Management Data
urld-port;3534;TCP;URL Daemon Port
urld-port;3534;UDP;URL Daemon Port
ms-la;3535;TCP;MS-LA
ms-la;3535;UDP;MS-LA
snac;3536;TCP;SNAC
snac;3536;UDP;SNAC
ni-visa-remote;3537;TCP;Remote NI-VISA port
ni-visa-remote;3537;UDP;Remote NI-VISA port
ibm-diradm;3538;TCP;IBM Directory Server
ibm-diradm;3538;UDP;IBM Directory Server
ibm-diradm-ssl;3539;TCP;IBM Directory Server SSL
ibm-diradm-ssl;3539;UDP;IBM Directory Server SSL
pnrp-port;3540;TCP;PNRP User Port
pnrp-port;3540;UDP;PNRP User Port
voispeed-port;3541;TCP;VoiSpeed Port
voispeed-port;3541;UDP;VoiSpeed Port
hacl-monitor;3542;TCP;HA cluster monitor
hacl-monitor;3542;UDP;HA cluster monitor
qftest-lookup;3543;TCP;qftest Lookup Port
qftest-lookup;3543;UDP;qftest Lookup Port
teredo;3544;TCP;Teredo Port
teredo;3544;UDP;Teredo Port
camac;3545;TCP;CAMAC equipment
camac;3545;UDP;CAMAC equipment
Unassigned;3546;UDP;Unassigned
symantec-sim;3547;TCP;Symantec SIM
symantec-sim;3547;UDP;Symantec SIM
interworld;3548;TCP;Interworld
interworld;3548;UDP;Interworld
tellumat-nms;3549;TCP;Tellumat MDR NMS
tellumat-nms;3549;UDP;Tellumat MDR NMS
ssmpp;3550;TCP;Secure SMPP
ssmpp;3550;UDP;Secure SMPP
apcupsd;3551;TCP;Apcupsd Information Port
apcupsd;3551;UDP;Apcupsd Information Port
taserver;3552;TCP;TeamAgenda Server Port
taserver;3552;UDP;TeamAgenda Server Port
rbr-discovery;3553;TCP;Red Box Recorder ADP
